Yt.3M,Yt.2M,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
-0.1095,0.0597,0.1161,2314 台揚,M2327 通信網路業,-0.0866,0.1194,9,-0.388,0.2705,8,-0.3543,0.2826,8,0.6968,0.2486,8,"7,573,451,016",0.586,5,4.96,0.0789,10,17.5704,0.2158,8,-9.96,0.0088,10,-3.09,0.0164,10,0.1946,0.6517,4,66.49,0.1424,9,-1.8689,0.0504,10,-0.1775,0.023,10
0.0909,0.2122,0.1012,2316 楠梓電,M2328 電子零組件,0.2757,0.8456,2,0.3636,0.6659,4,0.2406,0.6462,4,1.0914,0.0668,10,"8,086,506,281",0.5597,5,0.86,0.9025,1,9.9931,0.4096,6,1.99,0.529,5,1.33,0.6024,5,0.1479,0.5038,5,36.96,0.6375,4,6.0243,0.9463,1,0.0947,0.7404,3
0.0608,0.2689,0.1314,2317 鴻海,M2331 其他電子業,0.6881,0.977,1,0.0476,0.5476,5,-0.1355,0.4447,6,1.2759,0.0329,10,"2,309,321,802,747",0.0033,10,1.4,0.6407,4,1.7466,0.9518,1,1.47,0.437,6,0.87,0.4622,6,0.3083,0.8729,2,55.19,0.2946,8,0.7161,0.6396,4,0.0312,0.4951,6
-0.0184,-0.0184,0,2321 東訊,M2327 通信網路業,0.0461,0.4589,6,0.8933,0.7864,3,0.8986,0.8094,2,0.2416,0.7547,3,"481,323,671",0.9978,1,1.16,0.7547,3,2.94,0.8708,2,-1.64,0.0876,10,-0.3,0.1292,9,0.1152,0.3932,7,66.48,0.1435,9,0.5503,0.5827,5,-0.2176,0.012,10
0.084,0.032,-0.004,2323 中環,M2326 光電業,0.1745,0.7492,3,0.3879,0.678,4,0.2748,0.6648,4,0.4785,0.4677,6,"12,847,447,376",0.4283,6,0.72,0.9606,1,6.9834,0.5674,5,-1.46,0.092,10,-0.99,0.0745,10,0.0968,0.345,7,26.23,0.8018,3,-1.3962,0.0657,10,0.0692,0.6572,4
-0.1375,-0.066,-0.0364,2324 仁寶,M2325 電腦及週邊,0.054,0.4885,6,-0.4377,0.2191,8,-0.4168,0.2223,8,0.5873,0.3363,7,"154,902,830,290",0.0679,10,1.33,0.6692,4,0.7762,0.9956,1,1.73,0.4808,6,0.71,0.4118,6,0.1907,0.6396,4,70.01,0.1106,9,0.3571,0.517,5,-0.0108,0.2924,8
0.2,0.2465,0.0943,2327 國巨,M2328 電子零組件,0.1434,0.6988,4,0.305,0.6418,4,0.1854,0.6232,4,0.5055,0.4381,6,"266,389,552,718",0.0416,10,1.83,0.4743,6,9.3455,0.4359,6,3.37,0.7415,3,1.53,0.6616,4,0.1377,0.4622,6,59.6,0.2103,8,0.1155,0.4283,6,0.1975,0.8959,2
-0.0214,0.1286,0.1429,2328 廣宇,M2328 電子零組件,0.0809,0.5487,5,-0.3496,0.2935,8,-0.3394,0.2924,8,0.5575,0.3746,7,"17,364,807,786",0.356,7,1.42,0.6298,4,3.7338,0.7974,3,1.3,0.4129,6,0.87,0.4611,6,0.2748,0.8346,2,36.76,0.6429,4,-0.4281,0.1621,9,-0.0198,0.2662,8
-0.2978,-0.0858,-0.0194,2329 華泰,M2324 半導體,-0.1605,0.0515,10,-0.6908,0.0712,10,-0.6494,0.0756,10,1.0485,0.08,10,"48,126,547,899",0.1698,9,3.29,0.172,9,11.5245,0.3549,7,4.47,0.8346,2,2.67,0.8499,2,0.2223,0.7207,3,42.51,0.529,5,1.7785,0.8193,2,0.1895,0.8883,2
0.1111,0.2254,0.0863,2330 台積電,M2324 半導體,0.2094,0.7919,3,-0.1033,0.46,6,-0.1564,0.4304,6,1.662,0.0044,10,"21,394,800,557,809",0.0022,10,5.56,0.0504,10,36.1006,0.0811,10,6.3,0.9365,1,4.02,0.9628,1,0.2934,0.8554,2,36.67,0.6451,4,0.0894,0.4096,6,0.1471,0.8434,2
-0.2044,-0.0235,0.0132,2331 精英,M2325 電腦及週邊,0.1334,0.6846,4,0.2895,0.6375,4,0.2515,0.6528,4,1.0114,0.0931,10,"18,086,722,986",0.3461,7,1.4,0.6386,4,5.2286,0.6922,4,0.34,0.2508,8,0.2,0.2377,8,0.1553,0.5279,5,48.4,0.4074,6,6.8833,0.9529,1,0.1018,0.7667,3
-0.0107,0.1356,0.0295,2332 友訊,M2327 通信網路業,-0.0799,0.1336,9,-0.5051,0.1862,9,-0.4674,0.1928,9,0.5515,0.3801,7,"10,444,279,307",0.4918,6,1.27,0.6933,4,2.931,0.8729,2,-0.39,0.1577,9,-0.23,0.1391,9,0.2455,0.77,3,31.62,0.7306,3,-1.3803,0.0668,10,0.0791,0.69,4
0.0372,0.0335,-0.0476,2337 旺宏,M2324 半導體,-0.0508,0.1807,9,0.2253,0.6188,4,0.2624,0.6583,4,0.4642,0.4874,6,"49,376,860,620",0.1665,9,1.04,0.8204,2,8.5717,0.4765,6,-2.24,0.069,10,-1.31,0.0515,10,0.1376,0.4611,6,38.61,0.6101,4,-2.0378,0.0427,10,-0.0473,0.172,9
-0.0884,0.1826,0.0565,2338 光罩,M2324 半導體,-0.0172,0.264,8,0.7069,0.7459,3,0.6845,0.7733,3,0.9245,0.1095,9,"17,159,329,331",0.3593,7,3.2,0.1818,9,9.2751,0.4436,6,11.42,0.9923,1,3.03,0.897,2,0.0697,0.253,8,76.14,0.0734,10,2.2406,0.8576,2,0.1551,0.851,2
-0.0776,0.137,0.0488,2340 台亞,M2324 半導體,-0.1218,0.0767,10,-0.3482,0.2946,8,-0.3093,0.3187,7,0.7733,0.1906,9,"16,409,275,429",0.3735,7,2.09,0.3976,7,17.1405,0.2234,8,-0.45,0.1501,9,-0.24,0.1336,9,0.2113,0.6867,4,36.89,0.6386,4,-1.5084,0.0602,10,0.2549,0.931,1
-0.0734,0.0375,0.0203,2342 茂矽,M2324 半導體,-0.0047,0.299,8,-0.6008,0.1249,9,-0.5674,0.1358,9,0.6075,0.3154,7,"4,997,187,872",0.7141,3,2.15,0.3724,7,14.2144,0.287,8,-0.42,0.1555,9,-0.24,0.1358,9,0.441,0.965,1,30.07,0.7536,3,0.7886,0.6627,4,-0.1254,0.0482,10
-0.071,-0.0105,-0.0446,2344 華邦電,M2324 半導體,-0.0323,0.2223,8,-0.1334,0.4403,6,-0.0867,0.4775,6,0.9579,0.1051,9,"113,940,004,887",0.0964,10,1.25,0.7043,3,5.6626,0.6484,4,-0.27,0.1731,9,-0.02,0.1654,9,0.0739,0.2662,8,46.82,0.4447,6,0.5408,0.5805,5,0.009,0.3954,7
0.0515,0.1175,0.1464,2345 智邦,M2327 通信網路業,-0.1289,0.0679,10,-0.1947,0.4042,6,-0.1089,0.4589,6,1.0409,0.0821,10,"258,279,201,282",0.0438,10,8.56,0.0142,10,13.7035,0.2957,8,8.08,0.9748,1,3.72,0.9518,1,0.2113,0.6857,4,53.37,0.3297,7,0.1013,0.4195,6,0.4132,0.9693,1
-0.1453,-0.1165,-0.0428,2347 聯強,M2329 電子通路業,0.1849,0.7645,3,0.1313,0.5871,5,0.1047,0.5904,5,0.2631,0.7284,3,"139,142,971,580",0.0821,10,1.87,0.46,6,1.3386,0.9671,1,3.12,0.6966,4,1.27,0.5805,5,0.1163,0.3965,7,65.37,0.1501,9,0.2687,0.4896,6,0.0281,0.4721,6
0.987,0.4585,0.215,2348 海悅,M9900 其他,0.9335,0.9901,1,4.5884,0.9485,1,2.5744,0.9168,1,0.5257,0.4162,6,"26,410,349,214",0.2727,8,1.87,0.4589,6,11.5942,0.3516,7,10.75,0.9901,1,3.24,0.9179,1,0.1625,0.5586,5,69.76,0.1139,9,29.227,0.9923,1,0.1657,0.8631,2
0.987,1.2013,0.1818,2349 錸德,M2326 光電業,-0.0316,0.2245,8,0.3858,0.6769,4,0.4365,0.7087,3,0.5156,0.4261,6,"5,313,586,219",0.6944,4,0.98,0.8576,2,2.8224,0.8839,2,0.8,0.333,7,0.6,0.379,7,0.2233,0.7229,3,45.84,0.4622,6,1.1629,0.7338,3,-0.0079,0.3045,7
0.1374,0.1558,0.1732,2351 順德,M2324 半導體,0.133,0.6802,4,1.5307,0.8423,2,1.4148,0.8576,2,1.0367,0.0854,10,"20,488,483,045",0.3122,7,2.52,0.2793,8,8.593,0.4743,6,2.43,0.6123,4,1.54,0.667,4,0.0828,0.2946,8,40.27,0.5761,5,-0.2579,0.2212,8,-0.0397,0.1972,9
-0.0879,-0.0216,-0.0381,2352 佳世達,M2325 電腦及週邊,-0.1754,0.0394,10,-0.5571,0.1512,9,-0.5282,0.1588,9,0.4035,0.5575,5,"73,250,694,192",0.1281,9,2.41,0.3012,8,1.5614,0.9617,1,0.62,0.3023,8,0.38,0.3089,7,0.1521,0.5225,5,67.57,0.1336,9,-0.207,0.2311,8,-0.043,0.1851,9
-0.1008,-0.0015,0.0184,2353 宏碁,M2325 電腦及週邊,0.0446,0.4535,6,-0.0402,0.4973,6,-0.0529,0.5071,5,0.7348,0.2212,8,"141,715,754,655",0.0756,10,1.93,0.4381,6,2.409,0.9157,1,1.73,0.4797,6,0.68,0.4009,7,0.2042,0.6725,4,63.71,0.1665,9,1.3342,0.7667,3,0.1664,0.8642,2
0.0589,0.1904,0.1337,2354 鴻準,M2331 其他電子業,0.2166,0.7996,3,-0.3243,0.3154,7,-0.3428,0.2913,8,0.7576,0.207,8,"83,199,170,302",0.1183,9,0.85,0.9091,1,9.4116,0.4337,6,0.78,0.3286,7,0.66,0.3943,7,0.2382,0.7492,3,20.44,0.8817,2,0.1102,0.425,6,-0.0591,0.1413,9
-0.0206,0.1086,0.0317,2355 敬鵬,M2328 電子零組件,-0.0716,0.1501,9,-0.6515,0.0909,10,-0.5997,0.1139,9,0.5931,0.3319,7,"16,796,685,716",0.3614,7,1.11,0.7864,3,4.0952,0.7689,3,1.98,0.5246,5,1.49,0.6517,4,0.1584,0.5455,5,27.95,0.7722,3,6.7075,0.9518,1,0.0361,0.5126,5
-0.1158,0.0569,0.0073,2356 英業達,M2325 電腦及週邊,-0.0603,0.1687,9,-0.475,0.2026,9,-0.4573,0.1993,9,0.9073,0.1161,9,"190,372,234,357",0.0591,10,3.58,0.149,9,1.4587,0.9639,1,1.82,0.4973,6,0.82,0.4458,6,0.1563,0.5334,5,76.57,0.069,10,0.2369,0.4754,6,0.0929,0.7338,3
0.0524,0.0226,-0.0228,2357 華碩,M2325 電腦及週邊,0.0733,0.529,5,0.0847,0.563,5,0.0502,0.5608,5,0.6205,0.3056,7,"357,061,504,426",0.0285,10,1.23,0.7163,3,2.9339,0.8719,2,2.31,0.5904,5,1.29,0.5838,5,0.1437,0.4808,6,44.27,0.5005,6,4.2382,0.9266,1,0.0807,0.6977,4
0.2709,0.2943,0.3038,2359 所羅門,M2331 其他電子業,2.4861,1,1,2.7813,0.9047,1,1.0093,0.8204,2,1.1709,0.0526,10,"21,295,195,713",0.3067,7,2.43,0.2946,8,26.9368,0.1216,9,0.7,0.3187,7,0.48,0.3472,7,0.1917,0.6418,4,40.35,0.575,5,-0.0536,0.3001,8,0.0716,0.667,4
0.2491,0.3652,0.1533,2360 致茂,M2331 其他電子業,0.2131,0.7952,3,-0.5979,0.1303,9,-0.601,0.1117,9,1.1278,0.0591,10,"104,159,921,991",0.1041,10,5.32,0.0635,10,23.5759,0.1501,9,4.49,0.8379,2,2.89,0.8861,2,0.1361,0.4535,6,39.68,0.5849,5,0.0194,0.356,7,0.0617,0.6221,4
-0.0244,-0.0548,-0.0773,2362 藍天,M2325 電腦及週邊,0.3615,0.9058,1,0.7014,0.7437,3,0.5426,0.7317,3,0.8665,0.1347,9,"35,608,293,444",0.2103,8,0.6,0.9825,1,6.4417,0.5969,5,1.97,0.5225,5,1.04,0.5126,5,0.0542,0.1906,9,56.93,0.2596,8,1.2992,0.7558,3,0.0592,0.6079,4
-0.1943,-0.0334,-0.0352,2363 矽統,M2324 半導體,0.3547,0.9003,2,5.0213,0.9529,1,3.4269,0.943,1,0.5327,0.3987,7,"43,863,138,136",0.1796,9,1.51,0.5882,5,1279.0697,0.011,10,-0.43,0.1522,9,-0.43,0.1095,9,0.145,0.4863,6,0.65,1,1,0.1767,0.4513,6,-0.0082,0.3012,8
0.2398,0.0314,-0.007,2364 倫飛,M2325 電腦及週邊,-0.1657,0.0427,10,-0.6509,0.0931,10,-0.6048,0.1084,9,0.8796,0.1303,9,"2,637,850,030",0.8653,2,5.82,0.046,10,10.4608,0.391,7,6.31,0.9376,1,2.31,0.7996,3,0.2701,0.8237,2,66.22,0.1468,9,0.5081,0.5706,5,0.1161,0.7952,3
1.7775,1.5659,0.3758,2365 昆盈,M2325 電腦及週邊,0.0161,0.368,7,-0.5531,0.1544,9,-0.5178,0.1665,9,0.8737,0.1314,9,"4,883,950,140",0.7218,3,1.51,0.5893,5,21.8374,0.1654,9,1.14,0.3943,7,1.02,0.5082,5,0.2371,0.747,3,15.45,0.9288,1,0.8737,0.6791,4,0.0543,0.5838,5
-0.0028,0.0493,0.0141,2367 燿華,M2328 電子零組件,0.8421,0.988,1,0.2478,0.6232,4,0.0626,0.5685,5,1.4904,0.0153,10,"24,540,735,227",0.287,8,1.73,0.506,5,5.8945,0.6331,4,2.74,0.6528,4,1.45,0.6298,4,0.0384,0.1358,9,55.08,0.2968,8,1.6973,0.8116,2,-0.008,0.3023,8
0.0177,0.1015,-0.0702,2368 金像電,M2328 電子零組件,-0.2839,0.0099,10,-0.3967,0.2552,8,-0.2598,0.3614,7,0.9697,0.1019,10,"94,480,303,185",0.1095,9,7.25,0.0263,10,10.4728,0.3899,7,7.27,0.965,1,3.67,0.9485,1,0.2391,0.7558,3,52.45,0.3461,7,1.8289,0.8226,2,0.2381,0.9211,1
-0.0838,0.0531,0.0254,2369 菱生,M2324 半導體,-0.1644,0.0449,10,-0.8651,0.0066,10,-0.8399,0.0077,10,0.7809,0.1851,9,"7,998,151,533",0.5674,5,1.69,0.5203,5,5.9036,0.6298,4,-0.83,0.1249,9,-0.54,0.0986,10,0.1405,0.471,6,27.98,0.7711,3,0.0104,0.3439,7,-0.0906,0.0843,10
-0.2521,-0.076,-0.0479,2371 大同,M1500 電機機械,0.2916,0.8576,2,2.2068,0.8762,2,1.5996,0.8642,2,0.1524,0.8576,2,"139,904,293,763",0.0811,10,2.46,0.2903,8,12.9297,0.3187,7,0.94,0.3516,7,0.57,0.3713,7,0.0908,0.3242,7,53.81,0.3198,7,0.4151,0.5323,5,0.0363,0.5137,5
-0.0444,0.0009,-0.0013,2373 震旦行,M2331 其他電子業,0.0041,0.3275,7,-0.305,0.3319,7,-0.3064,0.3231,7,0.1147,0.8938,2,"16,615,359,065",0.3669,7,2.59,0.2662,8,6.169,0.609,4,2.35,0.5991,5,1.19,0.5476,5,0.1306,0.4315,6,55.59,0.2848,8,-0.0496,0.3023,8,-0.0169,0.2727,8
-0.0583,0.0361,0.0247,2374 佳能,M2326 光電業,1.1245,0.9978,1,12.9953,0.988,1,8.0283,0.9869,1,0.7842,0.1829,9,"14,569,636,850",0.3965,7,1.15,0.7579,3,11.5652,0.3538,7,2.16,0.5641,5,1.64,0.6867,4,0.2836,0.8456,2,24.85,0.8193,2,3.2912,0.9058,1,0.0817,0.701,4
-0.002,0.0889,0.0843,2375 凱美,M2328 電子零組件,0.0249,0.4031,7,0.6946,0.7426,3,0.6595,0.7689,3,0.6885,0.2541,8,"7,068,091,578",0.6123,4,0.73,0.9562,1,6.063,0.6177,4,0.89,0.3472,7,0.64,0.3877,7,0.0945,0.3395,7,38.21,0.6134,4,5.7666,0.9441,1,-0.1937,0.0186,10
-0.1883,-0.0413,0,2376 技嘉,M2325 電腦及週邊,-0.1606,0.0504,10,-0.4836,0.1982,9,-0.4387,0.2092,8,0.8507,0.1457,9,"203,287,696,812",0.0537,10,5.06,0.0734,10,3.6859,0.8018,3,5.31,0.9014,2,2.2,0.782,3,0.1569,0.5345,5,63.75,0.1654,9,0.975,0.6955,4,0.6793,0.9945,1
-0.0117,0.0614,0.0497,2377 微星,M2325 電腦及週邊,-0.1244,0.0734,10,-0.3188,0.322,7,-0.2414,0.3735,7,1.0773,0.0734,10,"138,374,941,524",0.0843,10,2.96,0.2114,8,2.9054,0.8762,2,5.06,0.8795,2,2.69,0.8532,2,0.2147,0.6999,4,49.06,0.3987,7,0.0112,0.345,7,0.0135,0.4053,6
-0.0372,0.0577,0.0596,2379 瑞昱,M2324 半導體,0.1322,0.6769,4,-0.4416,0.2147,8,-0.4167,0.2234,8,0.9313,0.1073,9,"264,053,897,360",0.0427,10,6.04,0.0405,10,10.3054,0.3976,7,6.97,0.9562,1,3.26,0.92,1,0.1017,0.3538,7,52.4,0.3472,7,0.745,0.6506,4,-0.0709,0.1172,9
-0.0371,0.101,0.107,2380 虹光,M2325 電腦及週邊,0.0134,0.3538,7,-0.4937,0.1939,9,-0.4738,0.1906,9,0.1575,0.8521,2,"1,475,151,771",0.9584,1,1.73,0.5115,5,1.8357,0.9452,1,0.31,0.2432,8,0.34,0.2946,8,0.1695,0.5794,5,66.62,0.1413,9,1.0645,0.7185,3,-0.0348,0.2191,8
-0.0654,0.1119,0,2382 廣達,M2325 電腦及週邊,0.1121,0.6221,4,-0.0125,0.5148,5,-0.0752,0.4918,6,1.3164,0.0252,10,"1,108,574,072,984",0.0055,10,6.72,0.0285,10,4.2812,0.7547,3,6.61,0.9452,1,1.88,0.7327,3,0.273,0.8313,2,76.2,0.0723,10,0.8641,0.6758,4,0.0561,0.5926,5
0.0187,0.0981,0.0794,2383 台光電,M2328 電子零組件,-0.2284,0.0153,10,-0.232,0.3823,7,-0.1353,0.4458,6,0.8323,0.1544,9,"142,567,289,229",0.0734,10,5.35,0.0602,10,11.0496,0.3691,7,7.49,0.9671,1,3.65,0.9463,1,0.213,0.6933,4,56.2,0.2749,8,3.124,0.897,2,0.2821,0.943,1
-0.1654,-0.09,-0.0052,2385 群光,M2328 電子零組件,0.1672,0.7393,3,-0.6139,0.1172,9,-0.58,0.126,9,0.9813,0.0975,10,"140,062,902,557",0.0778,10,4.58,0.0964,10,6.1308,0.6101,4,4.63,0.8532,2,2.24,0.7886,3,0.2599,0.7941,3,54.49,0.31,7,0.1989,0.4611,6,0.1467,0.8423,2
-0.0223,-0.0357,-0.0444,2387 精元,M2325 電腦及週邊,0.0471,0.4633,6,-0.573,0.1435,9,-0.5637,0.1391,9,0.449,0.5071,5,"11,552,887,537",0.4567,6,1.26,0.6988,4,2.3166,0.9222,1,2,0.5323,5,1.23,0.5674,5,0.2159,0.7032,3,45.76,0.4677,6,6.691,0.9507,1,0.0044,0.3702,7
-0.0123,0.0617,0,2388 威盛,M2324 半導體,-0.1654,0.0438,10,-0.0308,0.5016,6,-0.0245,0.5235,5,1.0369,0.0843,10,"62,999,090,894",0.1402,9,4.52,0.0986,10,29.1314,0.1117,9,0.67,0.3111,7,0.47,0.3428,7,0.4492,0.9693,1,36.61,0.6473,4,1.9309,0.8368,2,-0.0566,0.1479,9
-0.0421,0.0536,0.0383,2390 云辰,M2331 其他電子業,-0.113,0.0909,10,-0.5271,0.1763,9,-0.4888,0.1818,9,0.724,0.2289,8,"2,494,421,774",0.8795,2,1.04,0.8193,2,15.9042,0.2508,8,-5.26,0.023,10,-4.45,0.011,10,0.1688,0.5772,5,13.98,0.9419,1,-0.5383,0.1468,9,-0.0484,0.1698,9
0.286,0.64,0.5181,2392 正崴,M2328 電子零組件,0.2042,0.7864,3,0.5811,0.7185,3,0.4822,0.7185,3,0.8893,0.126,9,"25,803,653,729",0.2782,8,0.99,0.8521,2,1.3594,0.966,1,1.43,0.4294,6,0.63,0.3866,7,0.158,0.5422,5,64.42,0.1566,9,1.6031,0.8007,3,0.1909,0.8894,2
0.1967,0.1547,0.0774,2393 億光,M2326 光電業,0.423,0.9277,1,1.8646,0.8587,2,1.3713,0.851,2,0.8094,0.1665,9,"29,679,136,962",0.2585,8,1.22,0.7229,3,6.0241,0.6221,4,3.93,0.7864,3,2.85,0.8828,2,0.2104,0.6835,4,27.83,0.7744,3,0.6076,0.6079,4,0.0676,0.6462,4
-0.0056,0.0446,0.0084,2395 研華,M2325 電腦及週邊,-0.0743,0.1457,9,-0.1752,0.4184,6,-0.1267,0.4502,6,0.6055,0.3176,7,"298,967,351,334",0.035,10,8.11,0.0186,10,21.5406,0.1676,9,4.28,0.816,2,2.84,0.8795,2,0.1802,0.6134,4,39.12,0.6024,5,-0.3265,0.1917,9,0.0211,0.4403,6
0.2163,0.4094,0.137,2397 友通,M2325 電腦及週邊,0.0076,0.3384,7,0.7565,0.7634,3,0.7366,0.7842,3,0.1846,0.8193,2,"7,307,159,707",0.5991,5,2.6,0.264,8,3.8334,0.7886,3,1.13,0.3888,7,0.71,0.4107,6,0.1728,0.5882,5,47.5,0.4359,6,-0.5859,0.1347,9,-0.2795,0.0077,10
-0.0239,0.1388,0.0407,2399 映泰,M2325 電腦及週邊,-0.1557,0.0559,10,-0.8158,0.0153,10,-0.7836,0.0164,10,0.6805,0.2585,8,"3,668,860,000",0.7952,3,1.89,0.4524,6,5.8415,0.6353,4,1.53,0.4513,6,1.2,0.5531,5,0.1758,0.5958,5,19.76,0.8916,2,0.2603,0.483,6,-0.0394,0.2004,9
0.0264,0.2231,0.1802,2401 凌陽,M2324 半導體,-0.0492,0.1884,9,0.7424,0.7579,3,0.8804,0.8061,2,0.6503,0.2815,8,"17,730,247,824",0.3516,7,1.92,0.4403,6,13.1651,0.3133,7,2.88,0.6725,4,2.28,0.7952,3,0.3118,0.8773,2,23.39,0.8379,2,3.5168,0.9113,1,-0.0364,0.2114,8
0.1831,0.1956,0.0528,2402 毅嘉,M2328 電子零組件,-0.0478,0.1917,9,0.2048,0.6112,4,0.2104,0.6342,4,0.359,0.6101,4,"9,788,272,772",0.5126,5,1.75,0.4973,6,4.8955,0.7065,3,1.47,0.4381,6,0.95,0.4896,6,0.1929,0.6451,4,45.9,0.4578,6,1.4294,0.7798,3,0.1751,0.8784,2
-0.0452,-0.048,-0.0366,2404 漢唐,M2331 其他電子業,0.25,0.8302,2,-0.327,0.3111,7,-0.3655,0.2705,8,1.3419,0.023,10,"65,647,683,419",0.1391,9,7.83,0.0208,10,5.3573,0.6769,4,11.49,0.9934,1,2.78,0.8664,2,0.1884,0.6353,4,80.24,0.0526,10,0.1301,0.4337,6,0.4294,0.9759,1
0.0482,0.3028,0.0534,2405 輔信,M2325 電腦及週邊,0.0826,0.5553,5,-0.6232,0.115,9,-0.6052,0.1073,9,0.6723,0.2629,8,"6,700,232,339",0.6199,4,1.75,0.4962,6,15.1384,0.2673,8,0.59,0.2979,8,0.54,0.3604,7,0.2452,0.7678,3,15.03,0.9299,1,4.466,0.9321,1,0.0444,0.5389,5
-0.0552,0.2414,0.0138,2406 國碩,M2326 光電業,0.3171,0.8784,2,1.2149,0.8237,2,0.9517,0.816,2,0.4518,0.506,5,"7,579,562,882",0.5849,5,1.69,0.5214,5,4.6131,0.7349,3,0.1,0.2191,8,0.21,0.2421,8,0.1232,0.4173,6,45.14,0.4819,6,1.3268,0.7645,3,0.177,0.8795,2
-0.16,0.0415,0.0185,2408 南亞科,M2324 半導體,-0.0122,0.2804,8,-0.1857,0.4074,6,-0.1906,0.4053,6,1.1854,0.0482,10,"200,171,361,952",0.0548,10,1.25,0.6999,4,21.0642,0.1709,9,-0.72,0.1325,9,-0.59,0.0931,10,0.3196,0.8883,2,13.97,0.943,1,0.2827,0.494,6,-0.0135,0.2859,8
-0.0876,0.0437,0,2409 友達,M2326 光電業,0.0168,0.3713,7,0.4654,0.701,4,0.4517,0.7163,3,0.5658,0.3593,7,"132,115,288,783",0.0887,10,0.92,0.8839,2,2.2213,0.9299,1,-2.22,0.0723,10,-0.77,0.0821,10,0.2291,0.7317,3,59.06,0.2202,8,0.6768,0.6309,4,-0.0037,0.3297,7
0.0147,-0.0142,0.0159,2412 中華電,M2327 通信網路業,0.0372,0.4381,6,0.1282,0.586,5,0.1073,0.5915,5,0.0897,0.9113,1,"936,634,095,843",0.0077,10,2.49,0.2859,8,17.0472,0.2256,8,2.4,0.6101,4,1.84,0.7251,3,0.0631,0.2267,8,23.42,0.8368,2,-0.0261,0.3165,7,0.0073,0.3823,7
-0.1431,0.002,-0.0266,2413 環科,M2328 電子零組件,-0.169,0.0416,10,-0.6318,0.1095,9,-0.5814,0.1249,9,0.6472,0.2859,8,"3,041,643,358",0.8401,2,1.62,0.5476,5,3.6143,0.8072,2,0.41,0.2629,8,0.32,0.2924,8,0.1408,0.4721,6,55.25,0.2935,8,-0.7887,0.1183,9,-0.1572,0.0296,10
0.0176,0.1126,0.0231,2414 精技,M2329 電子通路業,0.0972,0.5893,5,-0.144,0.4348,6,-0.1825,0.4162,6,0.2342,0.7645,3,"5,611,667,781",0.6802,4,1.85,0.4677,6,1.0687,0.9781,1,2.36,0.6035,4,1.22,0.5586,5,0.0849,0.3012,8,50.87,0.3702,7,-0.079,0.2924,8,-0.0458,0.1796,9
-0.1227,-0.0201,-0.033,2415 錩新,M2328 電子零組件,-0.0404,0.2037,9,-0.3347,0.3089,7,-0.32,0.3078,7,0.4265,0.5334,5,"2,461,500,000",0.885,2,1.68,0.5257,5,4.1306,0.7645,3,1.12,0.3866,7,0.46,0.3352,7,0.0502,0.1785,9,67.07,0.1369,9,2.3672,0.8664,2,0.0311,0.4929,6
0.209,0.3454,0.1693,2417 圓剛,M2325 電腦及週邊,0.1143,0.6265,4,-0.7875,0.0197,10,-0.756,0.0219,10,1.604,0.0088,10,"5,822,220,170",0.6681,4,2.29,0.3297,7,7.6323,0.5203,5,0.15,0.2278,8,0.15,0.2147,8,0.3892,0.9398,1,27.27,0.7864,3,0.9401,0.6878,4,-0.0417,0.1906,9
-0.0749,0.0335,-0.0192,2419 仲琦,M2327 通信網路業,-0.0129,0.2771,8,-0.5694,0.1457,9,-0.55,0.1533,9,0.9111,0.1117,9,"9,774,084,526",0.5137,5,2.06,0.4085,6,4.6327,0.7338,3,0.2,0.2311,8,0.25,0.2585,8,0.2652,0.8138,2,48.37,0.4085,6,-2.027,0.0438,10,-0.0362,0.2125,8
0.1034,0.1586,0.1672,2420 新巨,M2328 電子零組件,0.1835,0.7623,3,-0.2332,0.3801,7,-0.288,0.3373,7,0.2896,0.7021,4,"8,372,032,558",0.552,5,2.11,0.3888,7,15.063,0.2694,8,4.96,0.8762,2,3.51,0.9365,1,0.2007,0.6627,4,30.82,0.7382,3,0.4306,0.5378,5,0.0026,0.3604,7
-0.165,-0.054,-0.0132,2421 建準,M2328 電子零組件,-0.1848,0.0361,10,-0.6666,0.0854,10,-0.6409,0.08,10,0.6164,0.3067,7,"29,796,773,790",0.2552,8,4.67,0.0931,10,9.7373,0.4206,6,4.38,0.8258,2,2.56,0.8368,2,0.3348,0.9025,1,42.28,0.5367,5,0.1743,0.4491,6,0.1646,0.862,2
-0.0374,0.0666,0.0487,2423 固緯,M2331 其他電子業,0.0884,0.5674,5,0.8829,0.7842,3,0.7419,0.7853,3,0.3943,0.5652,5,"5,678,151,718",0.6758,4,2.34,0.3154,7,8.747,0.4644,6,3.3,0.724,3,2.33,0.8018,3,0.122,0.4129,6,32.19,0.7185,3,0.066,0.391,7,-0.0047,0.3242,7
