,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
456,0.0282,2855 ²Î¤@ÃÒ,M2800 ª÷¿Ä·~,0.3789,0.9189,1,0.4338,0.6889,4,0.2202,0.6386,4,0.7147,0.241,8,36385447172.0,0.2059,8,1.06,0.8083,2,9.1005,0.4513,6,5.22,0.8916,2,1.25,0.5728,5,0.0335,0.1227,9,81.16,0.0504,10,2.7717,0.8795,2,0.5881,0.989,1
457,0.243,2867 ¤T°Ó¹Ø,M2800 ª÷¿Ä·~,0.2309,0.8116,2,3.1827,0.9168,1,2.5728,0.9157,1,-0.1981,0.9869,1,33660113266.0,0.2191,8,0.55,0.9912,1,0.8386,0.9912,1,7.23,0.9639,1,0.2,0.2333,8,0.0221,0.069,10,97.16,0.0022,10,2.0478,0.8445,2,0.0635,0.6265,4
458,-0.0248,2880 µØ«nª÷,M2800 ª÷¿Ä·~,0.1977,0.7788,3,0.9954,0.7996,3,0.8426,0.7996,3,0.4547,0.4995,6,339856421239.0,0.0296,10,1.45,0.6112,4,20.8295,0.1731,9,2.65,0.6386,4,0.14,0.2081,8,0.013,0.0372,10,94.76,0.0066,10,0.1258,0.4315,6,0.1292,0.8149,2
459,0.0364,2881 ´I¨¹ª÷,M2800 ª÷¿Ä·~,0.1302,0.6659,4,0.0722,0.5553,5,0.0668,0.5728,5,0.6435,0.2892,8,1043061823904.0,0.0066,10,1.01,0.8357,2,11.6999,0.3505,7,3.52,0.759,3,0.27,0.264,8,0.0216,0.0657,10,92.1,0.023,10,1.1746,0.7371,3,0.0844,0.7141,3
460,0.0211,2882 °ê®õª÷,M2800 ª÷¿Ä·~,0.2849,0.851,2,0.3153,0.6451,4,0.1978,0.6309,4,0.6717,0.264,8,885975937313.0,0.0088,10,0.83,0.9135,1,7.4968,0.529,5,4.51,0.8423,2,0.29,0.2749,8,0.0237,0.0767,10,93.31,0.0142,10,4.4371,0.9299,1,0.068,0.6495,4
461,0.0554,2883 ³Í°òª÷,M2800 ª÷¿Ä·~,0.1728,0.747,3,-0.2701,0.3505,7,-0.2818,0.3461,7,0.5942,0.3275,7,253207412944.0,0.046,10,0.81,0.9211,1,15.988,0.2486,8,2.97,0.6802,4,0.22,0.2432,8,0.0177,0.0515,10,92.38,0.0208,10,1.3452,0.77,3,0.0736,0.6736,4
462,0.0159,2884 ¥É¤sª÷,M2800 ª÷¿Ä·~,0.1359,0.6878,4,-0.0676,0.4808,6,-0.1201,0.4535,6,0.3159,0.6692,4,421279785020.0,0.0208,10,1.74,0.4995,6,24.0938,0.1457,9,2.59,0.6309,4,0.17,0.2212,8,0.0139,0.0405,10,93.42,0.0131,10,0.0346,0.3702,7,0.0897,0.7262,3
463,-0.0093,2885 ¤¸¤jª÷,M2800 ª÷¿Ä·~,0.1796,0.7558,3,0.0202,0.5323,5,-0.0386,0.517,5,0.7151,0.2388,8,390984507899.0,0.023,10,1.29,0.6802,4,12.606,0.3264,7,3.16,0.6988,4,0.29,0.2738,8,0.0232,0.0723,10,90.92,0.0274,10,0.5999,0.6068,4,0.1385,0.8302,2
464,-0.0354,2886 ¥üÂ×ª÷,M2800 ª÷¿Ä·~,0.0807,0.5476,5,0.2598,0.6287,4,0.2517,0.6539,4,0.3358,0.6375,4,567005884829.0,0.0153,10,1.62,0.5465,5,25.2838,0.138,9,3.3,0.7218,3,0.26,0.2607,8,0.0172,0.0493,10,91.94,0.0241,10,0.0663,0.3921,7,0.0977,0.7514,3
465,0.0027,2887 ¥x·sª÷,M2800 ª÷¿Ä·~,0.0904,0.5728,5,0.2502,0.6254,4,0.227,0.6407,4,0.3896,0.5717,5,245022036425.0,0.0493,10,1.01,0.8368,2,11.4416,0.3571,7,2.29,0.5849,5,0.16,0.218,8,0.0097,0.0241,10,93.08,0.0164,10,-0.0105,0.3275,7,0.1073,0.7798,3
466,0.0443,2888 ·s¥úª÷,M2800 ª÷¿Ä·~,0.084,0.5586,5,0.7638,0.7667,3,0.6868,0.7744,3,0.5027,0.4403,6,157959338940.0,0.0668,10,0.48,0.9978,1,8.6076,0.4732,6,1.23,0.4042,6,0.06,0.1807,9,0.011,0.0285,10,94.86,0.0055,10,1.3418,0.7689,3,0.0516,0.5696,5
467,-0.016,2889 °ê²¼ª÷,M2800 ª÷¿Ä·~,0.2705,0.8423,2,0.4553,0.6955,4,0.3303,0.6824,4,0.2108,0.7974,3,51120320844.0,0.161,9,1.13,0.77,3,25.083,0.1402,9,1.57,0.4589,6,0.2,0.2311,8,0.0078,0.0175,10,87.43,0.0361,10,0.0377,0.3735,7,0.0994,0.7601,3
468,0.057,2890 ¥ÃÂ×ª÷,M2800 ª÷¿Ä·~,0.1624,0.7273,3,0.3107,0.644,4,0.2309,0.644,4,0.3679,0.5991,5,271386509693.0,0.0405,10,1.36,0.655,4,16.239,0.2344,8,3.59,0.7667,3,0.24,0.2519,8,0.0123,0.034,10,93.16,0.0153,10,0.4554,0.5487,5,0.0738,0.6758,4
469,0.0067,2891 ¤¤«Hª÷,M2800 ª÷¿Ä·~,0.2993,0.8686,2,0.3986,0.6802,4,0.2691,0.6594,4,0.8967,0.1183,9,710172909679.0,0.011,10,1.38,0.644,4,14.6388,0.2771,8,4.42,0.8302,2,0.25,0.2563,8,0.0128,0.0361,10,94.11,0.011,10,0.6143,0.6112,4,0.0653,0.6364,4
470,0.0054,2892 ²Ä¤@ª÷,M2800 ª÷¿Ä·~,0.0318,0.425,6,-0.0228,0.5082,5,-0.0261,0.5225,5,0.3344,0.6407,4,364579152479.0,0.0274,10,1.45,0.6123,4,19.4746,0.1906,9,2.76,0.6561,4,0.16,0.2191,8,0.0134,0.0394,10,94.3,0.0088,10,0.058,0.3866,7,0.0681,0.6528,4
471,-0.0188,2897 ¤ý¹D»È¦æ,M2800 ª÷¿Ä·~,0.0996,0.5936,5,0.2549,0.6265,4,0.2434,0.6506,4,0.3062,0.6802,4,31057712830.0,0.241,8,0.66,0.9726,1,10.4207,0.3932,7,2.14,0.5575,5,0.2,0.2322,8,0.0117,0.0318,10,90.67,0.0285,10,0.2912,0.4951,6,0.0718,0.6681,4
472,-0.0559,2901 ªYªY,M2900 ¶T©ö¦Ê³f,0.0484,0.4688,6,0.8081,0.7733,3,0.7504,0.7875,3,0.475,0.471,6,2028850701.0,0.9189,1,2.17,0.3669,7,59.1054,0.0515,10,1.0,0.3625,7,0.87,0.4633,6,0.448,0.9671,1,12.57,0.9485,1,0.6433,0.621,4,0.0263,0.4611,6
473,-0.0972,2903 »·¦Ê,M2900 ¶T©ö¦Ê³f,0.4431,0.9343,1,0.2593,0.6276,4,0.0174,0.5455,5,0.3531,0.6199,4,47851358937.0,0.172,9,1.3,0.6791,4,5.4247,0.6714,4,1.88,0.506,5,0.74,0.4195,6,0.1143,0.3899,7,72.99,0.0953,10,-0.2655,0.218,8,0.1773,0.8806,2
474,0.0349,2904 ¶×¹´,M9900 ¨ä¥L,-0.0107,0.2837,8,-0.2599,0.3604,7,-0.2559,0.3658,7,0.0415,0.9409,1,1394582868.0,0.9628,1,1.18,0.7448,3,12.193,0.3352,7,2.13,0.5564,5,1.46,0.6353,4,0.0597,0.2158,8,37.62,0.6254,4,-0.0159,0.3264,7,-0.0783,0.1008,10
475,-0.003,2905 ¤T°Ó,M2900 ¶T©ö¦Ê³f,0.2851,0.8521,2,2.6104,0.8938,2,2.1517,0.8992,2,0.3716,0.5915,5,17782576927.0,0.3505,7,0.75,0.9507,1,0.2741,0.9989,1,6.66,0.9474,1,0.22,0.2453,8,0.0235,0.0745,10,96.66,0.0033,10,2.9241,0.8861,2,0.0647,0.632,4
476,-0.0278,2906 °ªªL,M2900 ¶T©ö¦Ê³f,0.0925,0.5772,5,0.2997,0.6386,4,0.2565,0.6561,4,0.1846,0.8204,2,4444858000.0,0.7492,3,1.23,0.7174,3,2.1784,0.9321,1,1.2,0.4009,7,0.81,0.4425,6,0.0666,0.2388,8,44.8,0.4885,6,2.1352,0.851,2,0.0971,0.7459,3
477,0.0205,2908 ¯S¤O,M2900 ¶T©ö¦Ê³f,0.0072,0.3363,7,-0.0007,0.5225,5,-0.0085,0.5334,5,0.055,0.9332,1,10367594706.0,0.4951,6,1.61,0.5531,5,1.1192,0.9759,1,1.91,0.5126,5,0.67,0.3965,7,0.0543,0.1917,9,81.43,0.0482,10,-0.1928,0.2366,8,-0.026,0.241,8
478,-0.0201,2910 ²Î»â,M2900 ¶T©ö¦Ê³f,-0.0162,0.2683,8,0.6113,0.7251,3,0.634,0.7623,3,0.0077,0.9529,1,4735091687.0,0.7338,3,1.82,0.4754,6,36.2503,0.08,10,1.92,0.5137,5,1.04,0.5104,5,0.0305,0.1095,9,53.44,0.3286,7,-0.1106,0.2716,8,-0.0003,0.345,7
479,0.0161,2911 ÄRÀ¦©Ð,M2900 ¶T©ö¦Ê³f,-0.2074,0.0208,10,-0.5283,0.1742,9,-0.4578,0.1982,9,0.2207,0.782,3,951737207.0,0.9901,1,1.25,0.7076,3,1.2814,0.9715,1,-7.63,0.0153,10,-1.28,0.0537,10,0.0834,0.2968,8,77.75,0.0624,10,0.3432,0.5126,5,-0.1142,0.0526,10
480,-0.0127,2912 ²Î¤@¶W,M2900 ¶T©ö¦Ê³f,0.0339,0.4304,6,0.0867,0.5652,5,0.0648,0.5696,5,0.2039,0.805,2,276120967910.0,0.0383,10,6.59,0.0318,10,3.4059,0.8335,2,6.85,0.9518,1,1.44,0.6276,4,0.2006,0.6616,4,79.93,0.0548,10,0.0439,0.3779,7,0.1443,0.8412,2
481,0.0355,2913 ¹AªL,M2900 ¶T©ö¦Ê³f,0.0499,0.4732,6,2.0349,0.8686,2,1.8108,0.8773,2,0.3775,0.5849,5,16629500000.0,0.3658,7,1.28,0.6857,4,178.0213,0.0186,10,-0.35,0.1654,9,-0.09,0.1588,9,0.0031,0.0044,10,41.12,0.5597,5,0.3026,0.4984,6,-0.0077,0.3067,7
482,-0.0758,2915 ¼í®õ¥þ,M2900 ¶T©ö¦Ê³f,0.2159,0.7985,3,1.601,0.8456,2,1.3752,0.8521,2,0.2771,0.7141,3,78328888770.0,0.1238,9,0.64,0.9759,1,111.5112,0.0252,10,4.4,0.8291,2,3.9,0.9584,1,0.0318,0.115,9,8.67,0.9748,1,30.38,0.9934,1,0.0474,0.5531,5
483,-0.0253,2945 ¤T°Ó®aÁÊ,M2900 ¶T©ö¦Ê³f,0.0572,0.4973,6,-0.361,0.2859,8,-0.3716,0.2618,8,0.1507,0.8631,2,2973973900.0,0.8434,2,1.65,0.5378,5,0.8832,0.9847,1,1.45,0.4304,6,0.56,0.3691,7,0.1518,0.5181,5,67.39,0.1347,9,1.8386,0.8237,2,0.094,0.736,3
484,0.0033,3002 ¼Ú®æ,M2325 ¹q¸£¤Î¶gÃä,0.0236,0.3932,7,-0.7304,0.0537,10,-0.7053,0.0537,10,0.5276,0.4129,6,1517097000.0,0.9529,1,1.21,0.7284,3,9.5364,0.4294,6,-0.06,0.1906,9,-0.04,0.1643,9,0.1975,0.6539,4,24.45,0.8226,2,0.9565,0.6933,4,0.0571,0.5958,5
485,-0.0126,3003 °·©M¿³,M2328 ¹q¤l¹s²Õ¥ó,0.1869,0.7667,3,1.8599,0.8576,2,1.7161,0.8719,2,0.3239,0.655,4,12296736310.0,0.4436,6,1.77,0.4885,6,11.9792,0.3428,7,2.35,0.6013,5,1.81,0.724,3,0.3674,0.9277,1,26.38,0.7974,3,0.0983,0.4173,6,0.0454,0.5433,5
486,-0.1164,3004 Â×¹F¬ì,M2000 ¿ûÅK¤u·~,0.274,0.8445,2,0.0051,0.5246,5,-0.0743,0.4951,6,0.8373,0.1522,9,6387675048.0,0.6375,4,2.61,0.2607,8,7.6494,0.5181,5,4.44,0.8324,2,2.09,0.7645,3,0.0491,0.1742,9,57.73,0.2453,8,0.5554,0.5871,5,0.2101,0.9047,1
487,0.0605,3005 ¯«°ò,M2325 ¹q¸£¤Î¶gÃä,0.0646,0.5126,5,-0.7745,0.0285,10,-0.7339,0.0416,10,0.1518,0.8587,2,66001660350.0,0.138,9,3.83,0.1303,9,7.5817,0.5246,5,5.08,0.8839,2,2.81,0.8719,2,0.3149,0.8828,2,47.66,0.4315,6,0.4402,0.5455,5,0.1563,0.8532,2
488,0.0999,3006 ´¹»¨¬ì,M2324 ¥b¾ÉÅé,-0.0408,0.2026,9,-0.3839,0.2727,8,-0.346,0.2892,8,0.8963,0.1194,9,25406314055.0,0.2826,8,2.53,0.276,8,7.6113,0.5214,5,-0.6,0.1424,9,-0.24,0.1347,9,0.2387,0.7514,3,45.21,0.4797,6,0.843,0.6725,4,-0.0953,0.0712,10
489,0.1028,3008 ¤j¥ß¥ú,M2326 ¥ú¹q·~,-0.0451,0.195,9,-0.1939,0.4053,6,-0.1091,0.4578,6,0.5289,0.4085,6,290617402604.0,0.0361,10,1.94,0.4337,6,25.7048,0.1325,9,3.67,0.7733,3,3.05,0.8992,2,0.5573,0.9901,1,18.38,0.9047,1,0.8581,0.6736,4,0.0855,0.7163,3
490,0.0675,3010 µØ¥ß,M2329 ¹q¤l³q¸ô·~,0.1962,0.7777,3,0.8408,0.7777,3,0.5349,0.7284,3,0.8937,0.1216,9,31333766954.0,0.2377,8,1.42,0.6309,4,1.8164,0.9463,1,2.36,0.6024,5,1.17,0.5433,5,0.1061,0.3702,7,56.03,0.2793,8,0.4979,0.5652,5,0.0925,0.7295,3
491,0.0,3011 ¤µµq,M2328 ¹q¤l¹s²Õ¥ó,-0.1264,0.0712,10,-0.3465,0.2968,8,-0.2988,0.3275,7,-0.1135,0.9792,1,3426665230.0,0.8149,2,2.54,0.2727,8,12.9829,0.3165,7,-3.04,0.0504,10,-1.6,0.0427,10,0.1394,0.4666,6,41.53,0.5542,5,-0.0456,0.3056,7,0.0774,0.6824,4
492,0.1917,3013 ÑÔ»Ê¹q,M2325 ¹q¸£¤Î¶gÃä,0.661,0.9726,1,1.1403,0.816,2,0.65,0.7667,3,1.1957,0.0449,10,16028961087.0,0.3801,7,3.53,0.1544,9,10.9849,0.3713,7,2.27,0.5783,5,1.22,0.5619,5,0.1179,0.4042,6,45.56,0.4732,6,2.037,0.8434,2,-0.0059,0.3133,7
493,0.0475,3014 Áp¶§,M2324 ¥b¾ÉÅé,0.0372,0.437,6,-0.5994,0.1271,9,-0.5841,0.1238,9,0.6469,0.287,8,26553881157.0,0.2694,8,4.16,0.1128,9,17.558,0.2169,8,5.97,0.9244,1,4.72,0.9825,1,0.4491,0.9682,1,20.24,0.8872,2,0.1547,0.4414,6,0.1554,0.8521,2
494,0.1056,3015 ¥þº~,M2328 ¹q¤l¹s²Õ¥ó,0.1394,0.6977,4,3.9679,0.9343,1,3.4958,0.9463,1,0.1316,0.885,2,10784172260.0,0.4819,6,0.78,0.9365,1,3.9871,0.782,3,0.84,0.3373,7,0.62,0.3823,7,0.2022,0.6659,4,27.77,0.7755,3,0.3653,0.5203,5,-0.0411,0.1928,9
495,0.1151,3016 ¹Å´¹,M2324 ¥b¾ÉÅé,0.0945,0.5794,5,-0.2467,0.3691,7,-0.2752,0.3516,7,0.8241,0.1599,9,17241181602.0,0.3582,7,3.59,0.1468,9,16.7381,0.2311,8,0.84,0.3384,7,0.69,0.4042,6,0.3639,0.9244,1,31.23,0.736,3,0.2302,0.4743,6,-0.0648,0.1303,9
496,0.1265,3017 ©_èb,M2325 ¹q¸£¤Î¶gÃä,0.206,0.7875,3,0.0284,0.5389,5,-0.0635,0.4995,6,1.4497,0.0164,10,247052956129.0,0.0482,10,9.74,0.011,10,16.1381,0.2388,8,6.85,0.9529,1,2.5,0.8258,2,0.3856,0.9365,1,66.27,0.1457,9,0.5538,0.586,5,0.2376,0.92,1
497,0.0816,3018 ¶©»Êºñ¯à,M2331 ¨ä¥L¹q¤l·~,-0.0757,0.1413,9,0.8434,0.7788,3,0.9769,0.8171,2,-0.0544,0.9704,1,1026683602.0,0.9847,1,10.18,0.0099,10,10.5176,0.3855,7,-70.35,0.0033,10,-6.32,0.0055,10,0.0299,0.1062,9,94.13,0.0099,10,-9.161,0.0131,10,0.1634,0.8609,2
498,0.0988,3019 ¨È¥ú,M2326 ¥ú¹q·~,-0.0271,0.2421,8,-0.2409,0.3757,7,-0.2232,0.3866,7,0.5147,0.4304,6,17553969727.0,0.3538,7,1.4,0.6396,4,4.0932,0.77,3,1.3,0.414,6,0.9,0.4743,6,0.4905,0.9825,1,31.98,0.7229,3,4.4618,0.931,1,0.0837,0.7087,3
499,0.0193,3021 ÂE¦W,M2328 ¹q¤l¹s²Õ¥ó,0.0946,0.5805,5,-0.7592,0.0394,10,-0.7398,0.0372,10,0.5243,0.4184,6,2194720731.0,0.9058,1,1.33,0.6681,4,2.8811,0.8784,2,2.01,0.5367,5,1.15,0.5411,5,0.2858,0.8499,2,45.97,0.4556,6,0.0613,0.3899,7,0.0001,0.3472,7
500,-0.0284,3022 «Â±j¹q,M2325 ¹q¸£¤Î¶gÃä,0.0396,0.4469,6,-0.2705,0.3494,7,-0.2504,0.3691,7,0.4921,0.4567,6,14311520221.0,0.4074,6,1.37,0.6495,4,8.3973,0.4808,6,4.54,0.8445,2,3.26,0.9222,1,0.13,0.4294,6,27.69,0.7788,3,0.2449,0.4786,6,0.0928,0.7317,3
501,0.0069,3023 «H¨¹,M2328 ¹q¤l¹s²Õ¥ó,0.115,0.6309,4,-0.1245,0.4436,6,-0.1729,0.4228,6,0.2484,0.7459,3,66477174570.0,0.1358,9,4.45,0.103,10,8.2886,0.483,6,6.28,0.9343,1,3.12,0.9091,1,0.1931,0.6484,4,47.56,0.4337,6,0.0202,0.3571,7,-0.13,0.0449,10
502,0.034,3024 ¾ÐÁn,M2326 ¥ú¹q·~,0.1003,0.598,5,2.4275,0.8872,2,2.1616,0.9003,2,0.4091,0.5498,5,5601020405.0,0.6824,4,1.65,0.5356,5,16.0841,0.2432,8,0.79,0.3297,7,0.47,0.3417,7,0.1514,0.5148,5,46.46,0.448,6,-0.138,0.2618,8,0.1017,0.7656,3
503,0.0045,3025 ¬P³q,M2327 ³q«Hºô¸ô·~,0.1655,0.736,3,-0.7559,0.0427,10,-0.7433,0.035,10,0.5644,0.3604,7,3614111228.0,0.8018,3,4.62,0.0942,10,31.7554,0.0942,10,4.14,0.805,2,2.94,0.8883,2,0.3441,0.9091,1,25.23,0.816,2,-0.1735,0.2475,8,0.0428,0.5334,5
504,0.0102,3026 ¥Ý¦ù°ó,M2328 ¹q¤l¹s²Õ¥ó,0.0284,0.4129,6,0.1096,0.5761,5,0.0972,0.5893,5,0.2705,0.7218,3,15394671277.0,0.3888,7,1.74,0.5016,6,5.2377,0.6911,4,2.11,0.5542,5,1.46,0.6407,4,0.2207,0.713,3,35.67,0.6605,4,-0.4156,0.1687,9,-0.0767,0.1062,9
505,-0.0709,3027 ²±¹F,M2327 ³q«Hºô¸ô·~,0.0338,0.4294,6,0.9297,0.7919,3,0.8648,0.8039,2,0.0779,0.9222,1,4917693025.0,0.7185,3,2.32,0.3198,7,9.2973,0.4414,6,2.3,0.5882,5,1.53,0.6627,4,0.2378,0.7481,3,35.95,0.6561,4,2.9436,0.8872,2,-0.0302,0.2322,8
506,0.0,3028 ¼W§A±j,M2329 ¹q¤l³q¸ô·~,0.0378,0.4392,6,-0.2469,0.368,7,-0.2495,0.3713,7,0.3191,0.6637,4,7982359524.0,0.5685,5,1.48,0.598,5,0.9324,0.9836,1,1.41,0.4261,6,0.76,0.4261,6,0.069,0.2486,8,73.15,0.092,10,-0.2962,0.2059,8,-0.0017,0.3384,7
507,0.144,3029 ¹s³ü,M2330 ¸ê°TªA°È·~,0.0595,0.5016,6,-0.5333,0.1687,9,-0.5278,0.1599,9,0.6578,0.2782,8,11825104645.0,0.4513,6,2.94,0.2158,8,2.9524,0.8697,2,4.75,0.862,2,2.55,0.8324,2,0.0846,0.3001,8,46.69,0.4469,6,0.118,0.4294,6,0.2286,0.9124,1
508,0.2786,3030 ¼w«ß,M2331 ¨ä¥L¹q¤l·~,0.9744,0.9923,1,4.9326,0.9518,1,3.2398,0.9387,1,0.5453,0.3834,7,32235405413.0,0.2311,8,2.7,0.2464,8,21.3387,0.1687,9,6.13,0.931,1,4.86,0.9847,1,0.1086,0.3779,7,22.25,0.8598,2,0.6799,0.632,4,0.0695,0.6627,4
509,0.0047,3031 ¨ÕÂE,M2326 ¥ú¹q·~,0.1,0.5969,5,0.1068,0.5728,5,0.0818,0.5805,5,0.4275,0.5323,5,3495656748.0,0.8105,2,1.22,0.7207,3,13.0256,0.3154,7,1.03,0.3702,7,0.87,0.46,6,0.1581,0.5433,5,18.46,0.9036,1,-0.1791,0.2453,8,0.0086,0.3921,7
510,-0.0651,3032 °¶°V,M2328 ¹q¤l¹s²Õ¥ó,-0.1136,0.0898,10,-0.2971,0.3363,7,-0.2932,0.3352,7,1.0187,0.0898,10,8127733880.0,0.5586,5,2.84,0.2256,8,4.0072,0.7798,3,4.2,0.8083,2,2.26,0.793,3,0.2581,0.7908,3,47.0,0.4425,6,0.6436,0.6232,4,0.0585,0.6035,4
511,0.0686,3033 «Â°·,M2329 ¹q¤l³q¸ô·~,0.1016,0.6035,4,1.4406,0.839,2,1.2175,0.8401,2,0.4207,0.5422,5,15901569773.0,0.3834,7,1.47,0.6046,4,0.8621,0.989,1,1.88,0.5071,5,0.96,0.4907,6,0.0609,0.2191,8,76.74,0.0679,10,-0.0061,0.333,7,0.2665,0.9365,1
512,0.0496,3034 Ápµú,M2324 ¥b¾ÉÅé,0.1443,0.6999,4,-0.2634,0.3582,7,-0.283,0.3439,7,1.06,0.0756,10,333661807835.0,0.0318,10,5.1,0.0712,10,13.6591,0.2968,8,7.03,0.9606,1,4.62,0.9759,1,0.5327,0.9869,1,33.0,0.7065,3,0.0298,0.368,7,-0.0085,0.2979,8
513,0.1447,3035 ´¼­ì,M2324 ¥b¾ÉÅé,-0.397,0.0033,10,-0.4468,0.2114,8,-0.3205,0.3067,7,0.7637,0.2004,9,70027690745.0,0.1336,9,6.59,0.0307,10,27.1569,0.1194,9,2.34,0.598,5,1.78,0.7196,3,0.548,0.989,1,23.16,0.8412,2,-0.4417,0.161,9,0.3028,0.9485,1
514,-0.0913,3036 ¤å¾ç,M2329 ¹q¤l³q¸ô·~,-0.2783,0.011,10,0.1062,0.5717,5,0.1657,0.6134,4,1.1737,0.0493,10,153556916492.0,0.0701,10,1.78,0.4863,6,0.7971,0.9923,1,2.04,0.5422,5,0.82,0.4469,6,0.1862,0.6298,4,70.74,0.1084,9,1.1984,0.7415,3,0.565,0.988,1
515,-0.0188,3037 ªY¿³,M2328 ¹q¤l¹s²Õ¥ó,0.0111,0.3483,7,-0.3916,0.2683,8,-0.3851,0.2497,8,1.4041,0.0197,10,274386207189.0,0.0394,10,3.08,0.1972,9,10.3923,0.3943,7,2.7,0.6473,4,1.27,0.5816,5,0.2454,0.7689,3,54.9,0.3023,8,-0.4057,0.172,9,0.0026,0.3593,7
516,-0.0139,3038 ¥þ¥x,M2326 ¥ú¹q·~,-0.0546,0.1742,9,-0.7425,0.0471,10,-0.7185,0.0471,10,0.276,0.7174,3,4545270463.0,0.7415,3,2.07,0.4064,6,4.7863,0.7196,3,4.55,0.8456,2,2.85,0.8839,2,0.2979,0.8631,2,40.08,0.5794,5,0.3087,0.5038,5,0.0061,0.3779,7
517,0.2541,3040 »·¨£,M9900 ¨ä¥L,-0.0255,0.2464,8,1.8154,0.8565,2,1.8639,0.8817,2,0.1111,0.8992,2,1870432200.0,0.9277,1,1.26,0.6944,4,58.3307,0.0526,10,0.68,0.3143,7,0.63,0.3855,7,0.0908,0.3231,7,8.05,0.9814,1,0.3863,0.5257,5,-0.002,0.3373,7
518,0.0553,3041 ´­´¼,M2324 ¥b¾ÉÅé,-0.2008,0.0241,10,-0.9002,0.0022,10,-0.8671,0.0033,10,0.755,0.2092,8,4038221306.0,0.7788,3,3.11,0.1928,9,10.2413,0.3998,7,-8.76,0.012,10,-4.95,0.0099,10,0.2499,0.7798,3,44.69,0.4907,6,-0.0895,0.2837,8,-0.2974,0.0055,10
519,0.0628,3042 ´¹§Þ,M2328 ¹q¤l¹s²Õ¥ó,0.1455,0.7032,3,-0.6259,0.1117,9,-0.6205,0.0942,10,0.83,0.1566,9,36588878079.0,0.2037,9,2.75,0.241,8,13.2878,0.3067,7,4.37,0.8248,2,2.84,0.8806,2,0.2137,0.6966,4,35.73,0.6594,4,0.8732,0.678,4,0.0278,0.471,6
520,-0.0285,3043 ¬ì­·,M2331 ¨ä¥L¹q¤l·~,-0.1429,0.0602,10,-0.4194,0.23,8,-0.3963,0.2421,8,0.5531,0.3779,7,1169269020.0,0.9792,1,1.96,0.4294,6,6.7673,0.5772,5,2.95,0.6769,4,1.31,0.5947,5,0.1675,0.5717,5,59.43,0.2136,8,0.5259,0.575,5,0.038,0.5181,5
521,-0.0385,3044 °·¹©,M2328 ¹q¤l¹s²Õ¥ó,-0.0224,0.253,8,-0.312,0.3286,7,-0.3008,0.3253,7,0.6395,0.2946,8,110528507957.0,0.1008,10,2.3,0.3253,7,7.231,0.5509,5,4.07,0.7974,3,2.37,0.8094,2,0.3309,0.8981,2,42.7,0.5235,5,0.6089,0.6101,4,0.0694,0.6616,4
522,0.019,3045 ¥xÆW¤j,M2327 ³q«Hºô¸ô·~,0.0714,0.5235,5,0.451,0.6922,4,0.3921,0.7021,4,0.1677,0.839,2,376450810534.0,0.0263,10,4.37,0.1041,10,7.7978,0.5071,5,3.66,0.7711,3,1.56,0.6703,4,0.0584,0.207,8,59.42,0.2147,8,0.0933,0.4118,6,0.2484,0.9299,1
523,0.0176,3046 «ØùÖ,M2325 ¹q¸£¤Î¶gÃä,-0.0853,0.1205,9,-0.3157,0.3253,7,-0.2777,0.3494,7,0.7671,0.1972,9,4728163726.0,0.7371,3,3.68,0.1369,9,2.9931,0.8664,2,5.5,0.9069,1,2.5,0.8269,2,0.4766,0.9792,1,58.99,0.2212,8,0.4456,0.5476,5,0.5474,0.9847,1
524,0.3526,3047 °T¦à,M2327 ³q«Hºô¸ô·~,0.1306,0.6681,4,-0.6063,0.1216,9,-0.5716,0.1314,9,0.8461,0.1479,9,4261501345.0,0.7579,3,1.34,0.6637,4,4.4445,0.7437,3,-5.1,0.0252,10,-2.11,0.0318,10,0.1703,0.5805,5,58.32,0.23,8,-16.8988,0.0066,10,0.0058,0.3768,7
525,0.5213,3048 ¯qµn,M2329 ¹q¤l³q¸ô·~,-0.0081,0.2903,8,-0.4165,0.2344,8,-0.382,0.2519,8,0.4172,0.5444,5,6457458698.0,0.6353,4,1.2,0.7393,3,0.2613,1.0,1,1.47,0.4403,6,1.45,0.6309,4,0.0647,0.2344,8,80.78,0.0515,10,22.5054,0.989,1,-0.0649,0.1292,9
526,0.0182,3049 ºëª÷,M2326 ¥ú¹q·~,-0.111,0.0942,10,-0.4016,0.2475,8,-0.3594,0.276,8,0.3567,0.6145,4,6552426022.0,0.6309,4,0.78,0.9321,1,22.1349,0.161,9,-2.51,0.0613,10,-1.6,0.0416,10,0.0798,0.2859,8,32.99,0.7076,3,-0.3905,0.1774,9,-0.0928,0.0789,10
